,desc,mfc,names,price,url,desc_split,descrip,heat,heat_lvl,ing
236,"
An award winning superhot Carolina Reaper sauce with a smooth consistency, this stuff is about as hot as you can get while maintaining good flavor.
Heat Level: Extra Hot
Ingredients: Fresh Tomato, Fresh Carolina Reaper Chilli (30%), Onion, Sugar, Vinegar, Garlic, Citric Acid (330), Sea Salt, Spices
5.1 oz (150 ml)
Awards:
2014 Hot Pepper Awards: 3rd in the Carolina Reaper Hot Sauce Category

",Cobra Chilli, Cobra Chilli Reaper's Harvest    ,12.99,https://heathotsauce.com/collections/all/products/cobra-chilli-reapers-harvest,"[An award winning superhot Carolina Reaper sauce with a smooth consistency, this stuff is about as hot as you can get while maintaining good flavor., Heat Level: Extra Hot, Ingredients: Fresh Tomato, Fresh Carolina Reaper Chilli (30%), Onion, Sugar, Vinegar, Garlic, Citric Acid (330), Sea Salt, Spices, 5.1 oz (150 ml), Awards:, 2014 Hot Pepper Awards: 3rd in the Carolina Reaper Hot Sauce Category]","An award winning superhot Carolina Reaper sauce with a smooth consistency, this stuff is about as hot as you can get while maintaining good flavor.",extra hot,extra hot,"Ingredients: Fresh Tomato, Fresh Carolina Reaper Chilli (30%), Onion, Sugar, Vinegar, Garlic, Citric Acid (330), Sea Salt, Spices"
237,"
A fresh tasting red habanero sauce with a solid kick and very little vinegar flavor. A great all purpose sauce with a smooth consistency.
Heat Level: Hot+
Ingredients: Fresh Tomato, Fresh Red Habanero Chilli (30%), Onion, Sugar, Vinegar, Garlic, Citric Acid (330), Sea Salt, Spices
5.1 oz (150 ml)

",Cobra Chilli, Cobra Chilli Habanero    ,9.99,https://heathotsauce.com/collections/all/products/cobra-chilli-habanero,"[A fresh tasting red habanero sauce with a solid kick and very little vinegar flavor. A great all purpose sauce with a smooth consistency., Heat Level: Hot+, Ingredients: Fresh Tomato, Fresh Red Habanero Chilli (30%), Onion, Sugar, Vinegar, Garlic, Citric Acid (330), Sea Salt, Spices, 5.1 oz (150 ml)]",A fresh tasting red habanero sauce with a solid kick and very little vinegar flavor. A great all purpose sauce with a smooth consistency.,hot+,,"Ingredients: Fresh Tomato, Fresh Red Habanero Chilli (30%), Onion, Sugar, Vinegar, Garlic, Citric Acid (330), Sea Salt, Spices"
238,"
 A fresh sweet chilli sauce made with pineapples, lime, and jalapenos. Notes of turmeric come through strongly, and a hint of ginger rounds it out.
Heat Level: Mild
Ingredients: Fresh Pineapple (50%), Sugar Syrup, Cider Vinegar, Lime Juice, Fresh Green Jalapeño Chilli (5%), Ginger, Turmeric, Salt, Pepper
5.1 oz (150 ml)
Awards:
2016 Hot Pepper Awards:


1st in Sweet & Savory Hot Sauce


2nd in Fruit-Based Hot Sauce


",Cobra Chilli, Cobra Chilli Tropical Zing    ,8.99,https://heathotsauce.com/collections/all/products/cobra-chilli-tropical-zing,"[ A fresh sweet chilli sauce made with pineapples, lime, and jalapenos. Notes of turmeric come through strongly, and a hint of ginger rounds it out., Heat Level: Mild, Ingredients: Fresh Pineapple (50%), Sugar Syrup, Cider Vinegar, Lime Juice, Fresh Green Jalapeño Chilli (5%), Ginger, Turmeric, Salt, Pepper, 5.1 oz (150 ml), Awards:, 2016 Hot Pepper Awards:, 1st in Sweet & Savory Hot Sauce, 2nd in Fruit-Based Hot Sauce]"," A fresh sweet chilli sauce made with pineapples, lime, and jalapenos. Notes of turmeric come through strongly, and a hint of ginger rounds it out.",mild,mild,"Ingredients: Fresh Pineapple (50%), Sugar Syrup, Cider Vinegar, Lime Juice, Fresh Green Jalapeño Chilli (5%), Ginger, Turmeric, Salt, Pepper"
239,"
Magic Sauce is an entirely unique sauce that is packed with umami. It's made with fermented soybean paste, a subtle hint of ginger and sesame, honey, and Carolina Reapers. The heat from the Reaper is delayed and manageable.  
Add a drop to literally anything to add a burst of umami. Goes great with gyoza, pot stickers, stir fry, fried rice, plain white rice, noodles, dumplings, ramen, steak, chicken, as a marinade, in a Bloody Mary, on a pizza, dim sims, spring rolls or added to a salad dressing. 
Heat Level: Hot/Extra Hot (depending on your tolerance)
Ingredients: Soy Protein, Onion, Sugar Syrup, Honey, Rice Vinegar, Fermented Soybean Paste, Fresh Carolina Reaper Chilli (5%), Garlic, Salt, Sesame Oil, Ginger
5.1 oz (150 ml)
",Cobra Chilli, Magic Sauce    ,11.96,https://heathotsauce.com/collections/all/products/magic-sauce,"[Magic Sauce is an entirely unique sauce that is packed with umami. It's made with fermented soybean paste, a subtle hint of ginger and sesame, honey, and Carolina Reapers. The heat from the Reaper is delayed and manageable.  , Add a drop to literally anything to add a burst of umami. Goes great with gyoza, pot stickers, stir fry, fried rice, plain white rice, noodles, dumplings, ramen, steak, chicken, as a marinade, in a Bloody Mary, on a pizza, dim sims, spring rolls or added to a salad dressing. , Heat Level: Hot/Extra Hot (depending on your tolerance), Ingredients: Soy Protein, Onion, Sugar Syrup, Honey, Rice Vinegar, Fermented Soybean Paste, Fresh Carolina Reaper Chilli (5%), Garlic, Salt, Sesame Oil, Ginger, 5.1 oz (150 ml)]","Magic Sauce is an entirely unique sauce that is packed with umami. It's made with fermented soybean paste, a subtle hint of ginger and sesame, honey, and Carolina Reapers. The heat from the Reaper is delayed and manageable.  ",add a drop to literally anything to add a burst of umami,,"Ingredients: Soy Protein, Onion, Sugar Syrup, Honey, Rice Vinegar, Fermented Soybean Paste, Fresh Carolina Reaper Chilli (5%), Garlic, Salt, Sesame Oil, Ginger"
240,"
Fresh tomatoes, Worcestershire sauce, mustard, onion, and garlic are blended to create a sweet and velvety smooth sauce that goes perfectly anything off the BBQ such as hamburgers, steak sandwiches and hot dogs. 
Heat Level: Extra Hot 


Ingredients: Fresh Tomato, Sugar, Malt Vinegar (barley & wheat), Fresh Carolina Reaper Chilli (5%), Garlic, Onion, Spices, Worcestershire Sauce (contains anchovies), Molasses, Mustard Powder, Sea Salt, Citric Acid (330). Contains barley & wheat.
8.5 oz (250 ml)
Awards: 
2014 Mr Chilli Awards (Sydney, Australia) – 1st Place in the BBQ Sauce Category
2015 World Hot Sauce Awards (Louisiana, USA) – 3rd Place in the X Hot BBQ Sauce Category
2015 Zestfest Fiery Food Challenge (Texas, USA) – 3rd Place in the X Hot BBQ Sauce Category
2016 Scovie Awards (New Mexico, USA) – 2nd Place in the All-Natural Hot BBQ Sauce Category
2016 World Hot Sauce Awards (Louisiana, USA) – 2nd Place in the X Hot BBQ Sauce Category


",Cobra Chilli, Cobra Chilli Carolina Reaper BBQ Sauce    ,10.99,https://heathotsauce.com/collections/all/products/cobra-chilli-carolina-reaper-bbq-sauce,"[Fresh tomatoes, Worcestershire sauce, mustard, onion, and garlic are blended to create a sweet and velvety smooth sauce that goes perfectly anything off the BBQ such as hamburgers, steak sandwiches and hot dogs. , Heat Level: Extra Hot , Ingredients: Fresh Tomato, Sugar, Malt Vinegar (barley & wheat), Fresh Carolina Reaper Chilli (5%), Garlic, Onion, Spices, Worcestershire Sauce (contains anchovies), Molasses, Mustard Powder, Sea Salt, Citric Acid (330). Contains barley & wheat., 8.5 oz (250 ml), Awards: , 2014 Mr Chilli Awards (Sydney, Australia) – 1st Place in the BBQ Sauce Category, 2015 World Hot Sauce Awards (Louisiana, USA) – 3rd Place in the X Hot BBQ Sauce Category, 2015 Zestfest Fiery Food Challenge (Texas, USA) – 3rd Place in the X Hot BBQ Sauce Category, 2016 Scovie Awards (New Mexico, USA) – 2nd Place in the All-Natural Hot BBQ Sauce Category, 2016 World Hot Sauce Awards (Louisiana, USA) – 2nd Place in the X Hot BBQ Sauce Category]","Fresh tomatoes, Worcestershire sauce, mustard, onion, and garlic are blended to create a sweet and velvety smooth sauce that goes perfectly anything off the BBQ such as hamburgers, steak sandwiches and hot dogs. ",extra hot,extra hot,"Fresh Tomato, Sugar, Malt Vinegar (barley & wheat), Fresh Carolina Reaper Chilli (5%), Garlic, Onion, Spices, Worcestershire Sauce (contains anchovies), Molasses, Mustard Powder, Sea Salt, Citric Acid (330). Contains barley & wheat."
241,"
Fresh tomatoes, Worcestershire sauce, mustard, onion, and garlic are blended to create a sweet and velvety smooth sauce that goes perfectly anything off the BBQ such as hamburgers, steak sandwiches and hot dogs. 
Heat Level: Medium 


Ingredients: Fresh Tomato, Sugar, Malt Vinegar (barley & wheat), Fresh Red Habanero Chilli (5%), Garlic, Onion, Spices, Worcestershire Sauce (contains anchovies), Molasses, Mustard Powder, Sea Salt, Citric Acid (330). Contains barley & wheat.
8.5 oz (250 ml)


",Cobra Chilli, Cobra Chilli Habanero BBQ Sauce    ,9.99,https://heathotsauce.com/collections/all/products/cobra-chilli-habanero-bbq-sauce,"[Fresh tomatoes, Worcestershire sauce, mustard, onion, and garlic are blended to create a sweet and velvety smooth sauce that goes perfectly anything off the BBQ such as hamburgers, steak sandwiches and hot dogs. , Heat Level: Medium , Ingredients: Fresh Tomato, Sugar, Malt Vinegar (barley & wheat), Fresh Red Habanero Chilli (5%), Garlic, Onion, Spices, Worcestershire Sauce (contains anchovies), Molasses, Mustard Powder, Sea Salt, Citric Acid (330). Contains barley & wheat., 8.5 oz (250 ml)]","Fresh tomatoes, Worcestershire sauce, mustard, onion, and garlic are blended to create a sweet and velvety smooth sauce that goes perfectly anything off the BBQ such as hamburgers, steak sandwiches and hot dogs. ",medium,medium,"Fresh Tomato, Sugar, Malt Vinegar (barley & wheat), Fresh Red Habanero Chilli (5%), Garlic, Onion, Spices, Worcestershire Sauce (contains anchovies), Molasses, Mustard Powder, Sea Salt, Citric Acid (330). Contains barley & wheat."
242,"
This sauce has a bright pineapple flavor with a citrusy Fatalii kick and a hint of smoky flavor from smoked Habaneros. 
Heat Level: Hot
Ingredients: Fresh Pineapple, Distilled Vinegar, Fatalii Pepper, Smoked Habanero, Onion, Sea Salt, Lime Juice.
5 oz
",Born to Hula, Born to Hula Smokin' Pineapple with Fatalii    ,7.99,https://heathotsauce.com/collections/all/products/born-to-hula-smokin-pineapple-with-fatalii,"[This sauce has a bright pineapple flavor with a citrusy Fatalii kick and a hint of smoky flavor from smoked Habaneros. , Heat Level: Hot, Ingredients: Fresh Pineapple, Distilled Vinegar, Fatalii Pepper, Smoked Habanero, Onion, Sea Salt, Lime Juice., 5 oz]",This sauce has a bright pineapple flavor with a citrusy Fatalii kick and a hint of smoky flavor from smoked Habaneros. ,hot,hot,"Ingredients: Fresh Pineapple, Distilled Vinegar, Fatalii Pepper, Smoked Habanero, Onion, Sea Salt, Lime Juice."
243,"
A bright, vibrant blend of mangos sweet onion, and fatalii chiles, this sauce is has a light citrusy tang and creeping heat.
Heat Level: Hot
Ingredients: Mango, Bell Pepper, Sweet Onion, Fatalii Pepper, Vinegar, Salt, Garlic.
5 oz
",Sweet Savina Sunrise, Gold Coast Fatalii Hot Sauce    ,7.99,https://heathotsauce.com/collections/all/products/gold-coast-fatalii-hot-sauce,"[A bright, vibrant blend of mangos sweet onion, and fatalii chiles, this sauce is has a light citrusy tang and creeping heat., Heat Level: Hot, Ingredients: Mango, Bell Pepper, Sweet Onion, Fatalii Pepper, Vinegar, Salt, Garlic., 5 oz]","A bright, vibrant blend of mangos sweet onion, and fatalii chiles, this sauce is has a light citrusy tang and creeping heat.",hot,hot,"Mango, Bell Pepper, Sweet Onion, Fatalii Pepper, Vinegar, Salt, Garlic."
244,"
All-natural beef jerky marinated in Born to Hula's Habanero Ancho hot sauce. Moderate heat with serious flavor.
Heat Level: Medium
Ingredients: Beef, Habanero Ancho Hot Sauce (Distilled White Vinegar, Red Bell Pepper, Ancho Chili, Habanero Peppers, Garlic, Salt, Onion Powder, Cumin, and Lime Juice), Brown Sugar, Salt.
2 oz bag
",Born to Hula, Mammoth Habanero-Ancho Beef Jerky    ,7.99,https://heathotsauce.com/collections/all/products/mammoth-habanero-ancho-beef-jerky,"[All-natural beef jerky marinated in Born to Hula's Habanero Ancho hot sauce. Moderate heat with serious flavor., Heat Level: Medium, Ingredients: Beef, Habanero Ancho Hot Sauce (Distilled White Vinegar, Red Bell Pepper, Ancho Chili, Habanero Peppers, Garlic, Salt, Onion Powder, Cumin, and Lime Juice), Brown Sugar, Salt., 2 oz bag]",All-natural beef jerky marinated in Born to Hula's Habanero Ancho hot sauce. Moderate heat with serious flavor.,medium,medium,"Beef, Habanero Ancho Hot Sauce (Distilled White Vinegar, Red Bell Pepper, Ancho Chili, Habanero Peppers, Garlic, Salt, Onion Powder, Cumin, and Lime Juice), Brown Sugar, Salt."
245,"
A bright fresh blend of Liliko'i (Passion Fruit) and Yellow Manzano chiles, this sauce is the perfect balance of tangy and slightly sweet tropical flavors.
Heat Level: Medium
Ingredients: Yellow Manzano Peppers, Vinegar, Passion Fruit, Agave Nectar.
5 oz
",PexPeppers, Wave of Liliko'i Passionfruit Hot Sauce    ,5.99,https://heathotsauce.com/collections/all/products/wave-of-lilikoi-passionfruit-hot-sauce,"[A bright fresh blend of Liliko'i (Passion Fruit) and Yellow Manzano chiles, this sauce is the perfect balance of tangy and slightly sweet tropical flavors., Heat Level: Medium, Ingredients: Yellow Manzano Peppers, Vinegar, Passion Fruit, Agave Nectar., 5 oz]","A bright fresh blend of Liliko'i (Passion Fruit) and Yellow Manzano chiles, this sauce is the perfect balance of tangy and slightly sweet tropical flavors.",medium,medium,"Yellow Manzano Peppers, Vinegar, Passion Fruit, Agave Nectar."
246,"
An impossibly delicious Thai chile pineapple hot sauce, with toasted onion, roasted garlic, toasted sesame, honey, ginger & lime. Aleppo peppers round out the flavor profile to create a unique & savory hot sauce.
Heat Level: Hot

Ingredients: Pineapple (pinapple juice, [ascorbic acid, vitamin E and vitamin A], pineapple), Rice Vinegar, Onion, Roasted Garlic, Honey, Dried Red Chiles, Toasted Onion, Sea Salt, Agave, Lime Juice Concentrate, Ginger, Dried Garlic, Mustard Flour, Toasted Sesame Seeds.
8.5 oz Glass
",Lucky Dog Hot Sauce, Year of the Dog Thai Chile Pineapple Hot Sauce    ,9.49,https://heathotsauce.com/collections/all/products/year-of-the-dog-thai-chile-pineapple,"[An impossibly delicious Thai chile pineapple hot sauce, with toasted onion, roasted garlic, toasted sesame, honey, ginger & lime. Aleppo peppers round out the flavor profile to create a unique & savory hot sauce., Heat Level: Hot, Ingredients: Pineapple (pinapple juice, [ascorbic acid, vitamin E and vitamin A], pineapple), Rice Vinegar, Onion, Roasted Garlic, Honey, Dried Red Chiles, Toasted Onion, Sea Salt, Agave, Lime Juice Concentrate, Ginger, Dried Garlic, Mustard Flour, Toasted Sesame Seeds., 8.5 oz Glass]","An impossibly delicious Thai chile pineapple hot sauce, with toasted onion, roasted garlic, toasted sesame, honey, ginger & lime. Aleppo peppers round out the flavor profile to create a unique & savory hot sauce.",hot,hot,"Ingredients: Pineapple (pinapple juice, [ascorbic acid, vitamin E and vitamin A], pineapple), Rice Vinegar, Onion, Roasted Garlic, Honey, Dried Red Chiles, Toasted Onion, Sea Salt, Agave, Lime Juice Concentrate, Ginger, Dried Garlic, Mustard Flour, Toasted Sesame Seeds."
247,"
A tomato based sauce with a smoky chipotle flavor and a medium kick from Habanero chiles.
Heat Level: Medium
Ingredients: Water, Onion, Tomatoes, Habanero Peppers, Garlic, Chipotle Powder, Cilantro, Vinegar, Habanero Powder, Sea Salt & Spices.
5 oz
",Bigfat's, 5o8 Chipotle    ,6.49,https://heathotsauce.com/collections/all/products/5o8-chipotle-hot-sauce,"[A tomato based sauce with a smoky chipotle flavor and a medium kick from Habanero chiles., Heat Level: Medium, Ingredients: Water, Onion, Tomatoes, Habanero Peppers, Garlic, Chipotle Powder, Cilantro, Vinegar, Habanero Powder, Sea Salt & Spices., 5 oz]",A tomato based sauce with a smoky chipotle flavor and a medium kick from Habanero chiles.,medium,medium,"Water, Onion, Tomatoes, Habanero Peppers, Garlic, Chipotle Powder, Cilantro, Vinegar, Habanero Powder, Sea Salt & Spices."
248,"
This Jamaican Jerk style sauce is packed with island spices, fresh tomatoes, green onion and Habanero peppers. It works well as a marinade for chicken.
Heat Level: Medium
Ingredients: Water, Tomatoes, Green Onion, Garlic, Habanero Peppers, Brown Sugar, Pomegranate Molasses, Sea Salt, White Vinegar, Lime Juice Concentrate, Spices.
5 oz
",Bigfat's, 4o8 Jerk Style    ,6.49,https://heathotsauce.com/collections/all/products/4o8-jerk-style-hot-sauce,"[This Jamaican Jerk style sauce is packed with island spices, fresh tomatoes, green onion and Habanero peppers. It works well as a marinade for chicken., Heat Level: Medium, Ingredients: Water, Tomatoes, Green Onion, Garlic, Habanero Peppers, Brown Sugar, Pomegranate Molasses, Sea Salt, White Vinegar, Lime Juice Concentrate, Spices., 5 oz]","This Jamaican Jerk style sauce is packed with island spices, fresh tomatoes, green onion and Habanero peppers. It works well as a marinade for chicken.",medium,medium,"Water, Tomatoes, Green Onion, Garlic, Habanero Peppers, Brown Sugar, Pomegranate Molasses, Sea Salt, White Vinegar, Lime Juice Concentrate, Spices."
249,"
A fiery blend of pineapple, garlic, cilantro, and lime. This hot sauce has the perfect balance of flavor and heat. 
Heat Level: Hot
Ingredients: Water, Pineapple Juice Concentrate, Habanero Peppers, Garlic, Cilantro, Lime Juice Concentrate, Sea Salt, Xanthan Gum.
Awards: 2012 Lenny Award for best Fruit Based Hot Sauce from I Love It Spicy.
5 oz
",Bigfat's, 6o8 Pineapple Habanero    ,6.49,https://heathotsauce.com/collections/all/products/6o8-pineapple-habanero-hot-sauce,"[A fiery blend of pineapple, garlic, cilantro, and lime. This hot sauce has the perfect balance of flavor and heat. , Heat Level: Hot, Ingredients: Water, Pineapple Juice Concentrate, Habanero Peppers, Garlic, Cilantro, Lime Juice Concentrate, Sea Salt, Xanthan Gum., Awards: 2012 Lenny Award for best Fruit Based Hot Sauce from I Love It Spicy., 5 oz]","A fiery blend of pineapple, garlic, cilantro, and lime. This hot sauce has the perfect balance of flavor and heat. ",hot,hot,"Water, Pineapple Juice Concentrate, Habanero Peppers, Garlic, Cilantro, Lime Juice Concentrate, Sea Salt, Xanthan Gum."
250,"
A Thai inspired sauce with a hint of lemongrass, a heavy dose of garlic and ginger, and a medium Habanero kick. 
Heat Level: Medium
Ingredients: Water, Garlic, Carrots, Onion, Habanero Mash (red habanero peppers, distilled vinegar), Fresh Ginger, Distilled Vinegar, Sea Salt, Lemongrass & Spices.
5 oz
",Bigfat's, 3o8 Garlic Ginger    ,6.49,https://heathotsauce.com/collections/all/products/3o8-garlic-ginger-hot-sauce,"[A Thai inspired sauce with a hint of lemongrass, a heavy dose of garlic and ginger, and a medium Habanero kick. , Heat Level: Medium, Ingredients: Water, Garlic, Carrots, Onion, Habanero Mash (red habanero peppers, distilled vinegar), Fresh Ginger, Distilled Vinegar, Sea Salt, Lemongrass & Spices., 5 oz]","A Thai inspired sauce with a hint of lemongrass, a heavy dose of garlic and ginger, and a medium Habanero kick. ",medium,medium,"Water, Garlic, Carrots, Onion, Habanero Mash (red habanero peppers, distilled vinegar), Fresh Ginger, Distilled Vinegar, Sea Salt, Lemongrass & Spices."
251,"
A mellow sauce made with onions, tomatoes, garlic and basil. This sauce tastes great on Thai food as well as Italian food. 
Heat Level: Mild
Ingredients: Onions, Tomatoes, Water, Garlic, Habanero Peppers, Fresh Basil, Sea Salt, Lime Juice Concentrate, Xanthan Gum (thickener), Ascorbic Acid, Spices.
 5 oz
",Bigfat's, 1o8 Garlic Basil    ,6.49,https://heathotsauce.com/collections/all/products/1o8-garlic-basil-hot-sauce,"[A mellow sauce made with onions, tomatoes, garlic and basil. This sauce tastes great on Thai food as well as Italian food. , Heat Level: Mild, Ingredients: Onions, Tomatoes, Water, Garlic, Habanero Peppers, Fresh Basil, Sea Salt, Lime Juice Concentrate, Xanthan Gum (thickener), Ascorbic Acid, Spices.,  5 oz]","A mellow sauce made with onions, tomatoes, garlic and basil. This sauce tastes great on Thai food as well as Italian food. ",mild,mild,"Onions, Tomatoes, Water, Garlic, Habanero Peppers, Fresh Basil, Sea Salt, Lime Juice Concentrate, Xanthan Gum (thickener), Ascorbic Acid, Spices."
252,"
 A bold blend of Flying Dog's Fever Dream Mango Habanero IPA, blended with fresh mango, carrots, and hot peppers like habanero and fatalii. The result is bright, citrusy, hoppy sauce unlike any other!
Heat Level: Medium
Ingredients: .Flying Dog ® Fever Dream Mango Habanero IPA (Malted Barley, Hops, Mango Powder & Habanero Powder). Mango, Carrots, Apple Cider Vinegar, Pepper Blend (inlcuding Habanero and Fatalii), Peaches, Mandarin Oranges, Pineapple Juice Concentrate, Turbinando Sugar, Onion Powder
5 oz
",Voodoo Chile Sauces, Fever Dream with Mango Habanero IPA    ,6.99,https://heathotsauce.com/collections/all/products/fever-dream-with-mango-habanero-ipa,"[ A bold blend of Flying Dog's Fever Dream Mango Habanero IPA, blended with fresh mango, carrots, and hot peppers like habanero and fatalii. The result is bright, citrusy, hoppy sauce unlike any other!, Heat Level: Medium, Ingredients: .Flying Dog ® Fever Dream Mango Habanero IPA (Malted Barley, Hops, Mango Powder & Habanero Powder). Mango, Carrots, Apple Cider Vinegar, Pepper Blend (inlcuding Habanero and Fatalii), Peaches, Mandarin Oranges, Pineapple Juice Concentrate, Turbinando Sugar, Onion Powder, 5 oz]"," A bold blend of Flying Dog's Fever Dream Mango Habanero IPA, blended with fresh mango, carrots, and hot peppers like habanero and fatalii. The result is bright, citrusy, hoppy sauce unlike any other!",medium,medium,".Flying Dog ® Fever Dream Mango Habanero IPA (Malted Barley, Hops, Mango Powder & Habanero Powder). Mango, Carrots, Apple Cider Vinegar, Pepper Blend (inlcuding Habanero and Fatalii), Peaches, Mandarin Oranges, Pineapple Juice Concentrate, Turbinando Sugar, Onion Powder"
253,"
A complex blend of Indian spices in paste form, great as a marinade or ingredient. Try adding a dash to hummus, or mix it 50/50 with olive oil and drizzle over chicken or shrimp before grilling.
Heat Level: Mild
Ingredients: Cumin, Turmeric, Sunflower oil, Fennel, Onion, Sea salt, Garlic, Coriander, Fenugreek, Acerola Berry, Cayenne, Ginger and Spices.
3.5 oz
",Entube, Entube Indian Curry Paste    ,7.99,https://heathotsauce.com/collections/all/products/entube-indian-curry-paste,"[A complex blend of Indian spices in paste form, great as a marinade or ingredient. Try adding a dash to hummus, or mix it 50/50 with olive oil and drizzle over chicken or shrimp before grilling., Heat Level: Mild, Ingredients: Cumin, Turmeric, Sunflower oil, Fennel, Onion, Sea salt, Garlic, Coriander, Fenugreek, Acerola Berry, Cayenne, Ginger and Spices., 3.5 oz]","A complex blend of Indian spices in paste form, great as a marinade or ingredient. Try adding a dash to hummus, or mix it 50/50 with olive oil and drizzle over chicken or shrimp before grilling.",mild,mild,"Ingredients: Cumin, Turmeric, Sunflower oil, Fennel, Onion, Sea salt, Garlic, Coriander, Fenugreek, Acerola Berry, Cayenne, Ginger and Spices."
254,"
A delicious bright and tangy blend of carrots and ghost peppers, this sauce features a nice ghost pepper flavor without overwhelming heat.
Heat Level: Medium (not a typo - this ghost pepper sauce is a medium)
Ingredients: Organic Vinegar, Organic Carrots, Ghost Peppers, Kosher Salt.
5 oz
",Dr. Stadnyk's, Dr. Stadnyk's Ghost Pepper & Carrot    ,5.39,https://heathotsauce.com/collections/all/products/dr-stadnyks-ghost-pepper-carrot,"[A delicious bright and tangy blend of carrots and ghost peppers, this sauce features a nice ghost pepper flavor without overwhelming heat., Heat Level: Medium (not a typo - this ghost pepper sauce is a medium), Ingredients: Organic Vinegar, Organic Carrots, Ghost Peppers, Kosher Salt., 5 oz]","A delicious bright and tangy blend of carrots and ghost peppers, this sauce features a nice ghost pepper flavor without overwhelming heat.",medium (not a typo - this ghost pepper sauce is a medium),,"Organic Vinegar, Organic Carrots, Ghost Peppers, Kosher Salt."
255,"
A tangy sauce with a bit of sweetness from Sweet Potatoes and a mellow kick (don't be scared by the habaneros). Great for spice novices!
Heat Level: Mild
Ingredients: Organic Vinegar, Organic Sweet Potatoes, Habaneros, Kosher Salt.
5 oz
",Dr. Stadnyk's, Dr. Stadnyk's Habanero & Sweet Potato    ,5.99,https://heathotsauce.com/collections/all/products/dr-stadnyks-habanero-sweet-potato,"[A tangy sauce with a bit of sweetness from Sweet Potatoes and a mellow kick (don't be scared by the habaneros). Great for spice novices!, Heat Level: Mild, Ingredients: Organic Vinegar, Organic Sweet Potatoes, Habaneros, Kosher Salt., 5 oz]",A tangy sauce with a bit of sweetness from Sweet Potatoes and a mellow kick (don't be scared by the habaneros). Great for spice novices!,mild,mild,"Organic Vinegar, Organic Sweet Potatoes, Habaneros, Kosher Salt."
256,"
The bright fresh flavor of lime juice and carrots come though, with a medium kick from habaneros. Really tasty stuff.
Heat Level: Medium
Ingredients: Organic Vinegar, Organic Carrots, Lime Juice, Habaneros, Organic Agave Syrup, Kosher Salt.
5 oz
",Dr. Stadnyk's, Dr. Stadnyk's Habanero & Lime    ,5.99,https://heathotsauce.com/collections/all/products/dr-stadnyks-habanero-lime,"[The bright fresh flavor of lime juice and carrots come though, with a medium kick from habaneros. Really tasty stuff., Heat Level: Medium, Ingredients: Organic Vinegar, Organic Carrots, Lime Juice, Habaneros, Organic Agave Syrup, Kosher Salt., 5 oz]","The bright fresh flavor of lime juice and carrots come though, with a medium kick from habaneros. Really tasty stuff.",medium,medium,"Organic Vinegar, Organic Carrots, Lime Juice, Habaneros, Organic Agave Syrup, Kosher Salt."
257,"
A delicious bright and tangy blend of carrots and habaneros. Simple and full of flavor.
Heat Level: Medium
Ingredients: Organic Vinegar, Organic Carrots, Habaneros, Kosher Salt.
5 oz
",Dr. Stadnyk's, Dr. Stadnyk's Habanero & Carrot    ,5.39,https://heathotsauce.com/collections/all/products/dr-stadnyks-habanero-carrot,"[A delicious bright and tangy blend of carrots and habaneros. Simple and full of flavor., Heat Level: Medium, Ingredients: Organic Vinegar, Organic Carrots, Habaneros, Kosher Salt., 5 oz]",A delicious bright and tangy blend of carrots and habaneros. Simple and full of flavor.,medium,medium,"Organic Vinegar, Organic Carrots, Habaneros, Kosher Salt."
258,"
The sweetness of brown sugar with a rich smoky flavor, this sauce has tons of flavor.
Heat Level: Medium (though it's the hottest chipotle-only sauce we've tried).
Ingredients: Brown Sugar, Vinegar, Tomato Paste, Chipotle Chiles, Chile Peppers, Corn Starch, Salt and Spices
5 oz
 
",CaJohn's, Killer Chipotle    ,8.99,https://heathotsauce.com/collections/all/products/killer-chipotle,"[The sweetness of brown sugar with a rich smoky flavor, this sauce has tons of flavor., Heat Level: Medium (though it's the hottest chipotle-only sauce we've tried)., Ingredients: Brown Sugar, Vinegar, Tomato Paste, Chipotle Chiles, Chile Peppers, Corn Starch, Salt and Spices, 5 oz,  ]","The sweetness of brown sugar with a rich smoky flavor, this sauce has tons of flavor.",medium (though it's the hottest chipotle-only sauce we've tried),,"Brown Sugar, Vinegar, Tomato Paste, Chipotle Chiles, Chile Peppers, Corn Starch, Salt and Spices"
